smsid,publicationName,issn,issncut,eissn,scienceMetrixDomain,scienceMetrixField,scienceMetrixSubfield,scienceMatrixSubfieldId
"128445","Journal of Medical Ultrasonics","1346-4523","13464523","1613-2254","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"120751","Journal of Medical Ultrasound","0929-6441","09296441","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"114895","Journal of Neuroradiology","0150-9861","01509861","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"117069","Journal of nuclear medicine : official publication, Society of Nuclear Medicine","0161-5505","01615505","1535-5667","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"115271","Journal of nuclear medicine technology","0091-4916","00914916","1535-5675","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"116375","Journal of Radiological Protection","0952-4746","09524746","1361-6498","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"109175","Journal of the American College of Radiology","1546-1440","15461440","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"128623","Journal of the Hong Kong College of Radiologists","1029-5097","10295097","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"111969","Journal of Thoracic Imaging","0883-5993","08835993","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"109516","Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine","0278-4297","02784297","1550-9613","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"105076","Journal of Women's Imaging","1084-824X","1084824X","1536-0245","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"130719","Journal of x-Ray Science and Technology","0895-3996","08953996","1095-9114","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"102985","JVIR: Journal of Vascular and Interventional Radiology","1051-0443","10510443","1535-7732","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"112541","Kaku igaku. The Japanese journal of nuclear medicine","0022-7854","00227854","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"101386","Klinische Neuroradiologie","0939-7116","09397116","1615-6706","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"117109","Korean journal of radiology : official journal of the Korean Radiological Society","1229-6929","12296929","2005-8330","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100443","La Radiologia Medica","0033-8362","00338362","1826-6983","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"103077","Magnetic Resonance Imaging","0730-725X","0730725X","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"113722","Magnetic Resonance Imaging Clinics of North America","1064-9689","10649689","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100906","Magnetic Resonance in Medicine","0740-3194","07403194","1522-2594","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"122857","Magnetic Resonance Materials in Physics, Biology and Medicine","0968-5243","09685243","1352-8661","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"114109","Medecine Nucleaire - Imagerie Fonctionnelle et Metabolique","0928-1258","09281258","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"107653","Medical Image Analysis","1361-8415","13618415","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"120047","Medical physics","0094-2405","00942405","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"103764","Medicamundi","0025-7664","00257664","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"116618","Molecular imaging : official journal of the Society for Molecular Imaging","1535-3508","15353508","1536-0121","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"113506","Molecular Imaging and Biology","1536-1632","15361632","1860-2002","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"105263","Neuroimaging Clinics of North America","1052-5149","10525149","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"115531","Neuroradiology","0028-3940","00283940","1432-1920","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100174","Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica","0048-0428","00480428","1347-7951","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"115569","Nmr in Biomedicine","0952-3480","09523480","1099-1492","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"115284","Nuclear Medicine and Biology","0969-8051","09698051","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"118451","Nuclear Medicine Communications","0143-3636","01433636","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"125382","Nuclear medicine review. Central & Eastern Europe : journal of Bulgarian, Czech, Macedonian, Polish, Romanian, Russian, Slovak, Yugoslav societies of nuclear medicine and Ukrainian Society of Radiology","1506-9680","15069680","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100756","Nuclear-Medizin","0029-5566","00295566","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"107482","Pediatric Radiology","0301-0449","03010449","1432-1998","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"104879","PET Clinics","1556-8598","15568598","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"102891","Physica Medica","1120-1797","11201797","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100330","Physics in Medicine and Biology","0031-9155","00319155","1361-6560","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"121244","Polski przeglad radiologii i medycyny nuklearnej","0137-7183","01377183","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"114087","Quarterly Journal of Nuclear Medicine","1124-3937","11243937","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"132947","Quarterly Journal of Nuclear Medicine and Molecular Imaging","1824-4661","18244661","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"109895","Radiation medicine","0288-2043","02882043","1862-5274","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"101573","Radiation Protection Dosimetry","0144-8420","01448420","1742-3406","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"119961","Radiographics : a review publication of the Radiological Society of North America, Inc","0271-5333","02715333","1527-1323","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"121240","Radiography","1078-8174","10788174","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"113977","Radiologia","0033-8338","00338338","1578-178X","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"126456","Radiologia Brasileira","0100-3984","01003984","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"105958","Radiologic Clinics of North America","0033-8389","00338389","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"119391","Radiologist","1069-1286","10691286","1547-7770","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"103015","Radiology","0033-8419","00338419","1527-1315","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"127080","Rays","0390-7740","03907740","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"128815","RBM-News","0222-0776","02220776","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"127183","Revista espanola de medicina nuclear","0212-6982","02126982","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"114969","Rivista di Neuroradiologia","1120-9976","11209976","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"106243","Roentgenpraxis","0035-7820","00357820","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"119035","RöFo - Fortschritte auf dem Gebiet der Röntgenstrahlen und der Bildgebenden Verfahren","1438-9029","14389029","1438-9010","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"116283","Seminars in Interventional Radiology","0739-9529","07399529","1098-8963","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100688","Seminars in Musculoskeletal Radiology","1089-7860","10897860","1098-898X","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"100880","Seminars in Nuclear Medicine","0001-2998","00012998","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"106629","Seminars in Roentgenology","0037-198X","0037198X","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"107924","Seminars in Ultrasound, CT and MRI","0887-2171","08872171","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"108332","Skeletal Radiology","0364-2348","03642348","1432-2161","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"103346","Techniques in Vascular and Interventional Radiology","1089-2516","10892516","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"115413","The International Journal of Cardiovascular Imaging","1569-5794","15695794","1573-0743","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"113404","The quarterly journal of nuclear medicine and molecular imaging : official publication of the Italian Association of Nuclear Medicine (AIMN) [and] the International Association of Radiopharmacology (IAR), [and] Section of the Society of...","1824-4785","18244785","1827-1936","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"101845","Topics in Magnetic Resonance Imaging","0899-3459","08993459","1536-1004","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"105325","Ultraschall in der Medizin - European Journal of Ultrasound","0172-4614","01724614","1438-8782","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"105911","Ultrasound Clinics","1556-858X","1556858X","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"121459","Ultrasound International","0971-6874","09716874","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"110142","Ultrasound Quarterly","0894-8771","08948771","1536-0253","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"102494","Zeitschrift fur Medizinische Physik","0939-3889","09393889","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"118041","Zhonghua fang she xian yi xue za zhi = Chinese journal of radiology","1018-8940","10188940","","Health Sciences","Clinical Medicine","Nuclear Medicine & Medical Imaging","114"
"118364","ACOG Clinical Review","1085-6862","10856862","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"105358","Acta Obstetricia et Gynecologica Scandinavica","0001-6349","00016349","1600-0412","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113100","Advances in contraception : the official journal of the Society for the Advancement of Contraception","0267-4874","02674874","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113381","American Journal of Obstetrics & Gynecology","0002-9378","00029378","1097-6868","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111578","American Journal of Perinatology","0735-1631","07351631","1098-8785","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"108364","American Journal of Reproductive Immunology","1046-7408","10467408","1600-0897","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"118180","Andrologia","0303-4569","03034569","1439-0272","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"100097","Andrologie","1166-2654","11662654","1760-5377","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101814","Annual Review of Biomedical Sciences","1517-3011","15173011","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"110793","Archives of Andrology","0148-5016","01485016","1521-0375","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113134","Archives of Gynecology and Obstetrics","0932-0067","09320067","1432-0711","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103062","Asian journal of andrology","1008-682X","1008682X","1745-7262","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109859","Australian and New Zealand Journal of Obstetrics and Gynaecology","0004-8666","00048666","1479-828X","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109719","Best Practice & Research: Clinical Obstetrics & Gynaecology","1521-6934","15216934","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107497","Biology of Reproduction","0006-3363","00063363","1529-7268","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"102506","Birth","0730-7659","07307659","1523-536X","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"105345","Bjog : An International Journal of Obstetrics & Gynaecology","1470-0328","14700328","1471-0528","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"100884","BMC Pregnancy and Childbirth","","","1471-2393","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"127143","BMC Women's Health","","","1472-6874","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106646","British Journal of Obstetrics and Gynaecology","0306-5456","03065456","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"125493","Ceska gynekologie / Ceska lekarska spolecnost J. Ev. Purkyne","1210-7832","12107832","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"104152","Climacteric (Informa)","1369-7137","13697137","1473-0804","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107106","Clinica e investigacion en ginecologia y obstetricia","0210-573X","0210573X","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111022","Clinical and experimental obstetrics & gynecology","0390-6663","03906663","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"110955","Clinical Obstetrics and Gynecology","0009-9201","00099201","1532-5520","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"120099","Cloning","1520-4553","15204553","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"102225","Contemporary ob/gyn","0090-3159","00903159","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"120008","Contraception","0010-7824","00107824","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"110263","Current Obstetrics & Gynaecology","0957-5847","09575847","1123-8178","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113060","Current Opinion in Obstetrics and Gynecology","1040-872X","1040872X","1473-656X","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111649","Current problems in obstetrics, gynecology and fertility","8756-0410","87560410","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"108139","Current women's health reports","1534-5874","15345874","1539-0837","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"129624","Current women's health reviews","1573-4048","15734048","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114645","Der Gynäkologe","0017-5994","00175994","1433-0393","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101212","European Clinics in Obstetrics and Gynaecology","1613-3412","16133412","1613-3420","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"120264","European Journal of Obstetrics & Gynecology and Reproductive Biology","0301-2115","03012115","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"121812","Evidence-based Obstetrics & Gynecology","1361-259X","1361259X","1532-3366","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"117084","Fertility and Sterility","0015-0282","00150282","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"116869","Fetal and Maternal Medicine Review","0965-5395","09655395","1469-5065","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"108571","Fetal diagnosis and therapy","1015-3837","10153837","1421-9964","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107654","Geburtshilfe und Frauenheilkunde","0016-5751","00165751","1438-8804","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"126672","Gender Medicine","1550-8579","15508579","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111033","Ginecologia y obstetricia de Mexico","0300-9041","03009041","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"100336","Ginekologia polska","0017-0011","00170011","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106811","Giornale Italiano di Ostetricia e Ginecologia","0391-9013","03919013","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"124035","Gynaecologia et Perinatologia","1330-0091","13300091","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115072","Gynaecological Endoscopy","0962-1091","09621091","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"127330","Gynakologische Praxis","0341-8677","03418677","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107296","Gynakologisch-geburtshilfliche Rundschau","1018-8843","10188843","1423-0011","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111846","Gynecologic and obstetric investigation","0378-7346","03787346","1423-002X","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106405","Gynecological Endocrinology (Informa)","0951-3590","09513590","1473-0766","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"121038","Gynecological Surgery","1613-2076","16132076","1613-2084","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"130718","Gynecologie Obstetrique & Fertilite","1297-9589","12979589","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"104042","Human Fertility","1464-7273","14647273","1742-8149","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103772","Human Reproduction","0268-1161","02681161","1460-2350","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115167","Human Reproduction Update","1355-4786","13554786","1460-2369","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"108842","Hypertension in Pregnancy (Informa)","1064-1955","10641955","1525-6065","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109300","Infectious Diseases in Obstetrics and Gynecology (Hindawi)","1064-7449","10647449","1098-0997","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115719","Infertility and Reproductive Medicine Clinics of North America","1047-9422","10479422","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"105789","International Journal of Andrology","0105-6263","01056263","1365-2605","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107477","International journal of fertility and women's medicine","1534-892X","1534892X","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"105615","International Journal of Gynecology & Obstetrics","0020-7292","00207292","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"100408","International Journal of Impotence Research","0955-9930","09559930","1476-5489","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111084","International Urogynecology Journal","0937-3462","09373462","1433-3023","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"118294","Italian Journal of Gynaecology and Obstetrics","1121-8339","11218339","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"104156","Journal de Gynecologie Obstetrique et Biologie de la Reproduction","0368-2315","03682315","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111794","Journal für Fertilitat und Reproduktion","1019-066X","1019066X","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"131205","Journal fur Menopause","1025-6873","10256873","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109290","Journal für Reproduktionsmedizin und Endokrinologie","1810-2107","18102107","1810-9292","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114416","Journal of Andrology","0196-3635","01963635","1939-4640","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"112882","Journal of Assisted Reproduction and Genetics","1058-0468","10580468","1573-7330","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114670","Journal of Gynecologic Surgery","1042-4067","10424067","1557-7724","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107848","Journal of Gynecologic Techniques","1069-2673","10692673","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103831","Journal of Lower Genital Tract Disease","1089-2591","10892591","1526-0976","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111280","Journal of Maternal-Fetal and Neonatal Medicine (Informa)","1476-7058","14767058","1476-4954","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119024","Journal of maternal-fetal investigation : the official journal of French Society of Ultrasound in Medicine and Biology ... [et al.]","0939-6322","09396322","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"116389","Journal of Maternal-Fetal Medicine","1057-0802","10570802","1520-6661","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"104033","Journal of Midwifery and Women's Health","1526-9523","15269523","1542-2011","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103740","Journal of Minimally Invasive Gynecology","1553-4650","15534650","1553-4669","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115742","Journal of Nurse-Midwifery","0091-2182","00912182","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"120005","Journal of Obstetrics & Gynaecology (Informa)","0144-3615","01443615","1364-6893","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111036","Journal of Obstetrics and Gynaecology Research","1341-8076","13418076","1447-0756","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"127676","Journal of Pediatric and Adolescent Gynecology","1083-3188","10833188","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113502","Journal of Pelvic Medicine and Surgery","1542-5983","15425983","1542-5991","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"102887","Journal of Perinatal Medicine","0300-5577","03005577","1619-3997","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119960","Journal of Psychosomatic Obstetrics & Gynecology (Informa)","0167-482X","0167482X","1743-8942","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"118878","Journal of Reproduction and Fertility","0022-4251","00224251","1471-7899","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114976","Journal of Reproductive and Infant Psychology","0264-6838","02646838","1469-672X","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119933","Journal of Reproductive Immunology","0165-0378","01650378","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101307","Journal of the American Association of Gynecologic Laparoscopists","1074-3804","10743804","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119082","Journal of the Society for Gynecologic Investigation (Elsevier)","1071-5576","10715576","1556-7117","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"127584","Journal of the Turkish German Gynecology Association Artemis","1303-9695","13039695","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"105303","Maturitas","0378-5122","03785122","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114511","Menopause","1072-3714","10723714","1530-0374","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"125409","Menopause International","1754-0453","17540453","1754-0461","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"100909","Middle East Fertility Society Journal","1110-5690","11105690","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106919","Minerva ginecologica","0026-4784","00264784","1827-1650","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"118579","Molecular Human Reproduction","1360-9947","13609947","1460-2407","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106571","Molecular Reproduction & Development","1040-452X","1040452X","1098-2795","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"105411","Nippon Funin Gakkai zasshi","0029-0629","00290629","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119778","Nippon Sanka Fujinka Gakkai zasshi","0300-9165","03009165","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111163","Obstetrical and Gynecological Survey","0029-7828","00297828","1533-9866","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101327","Obstetrics & Gynecology (Elsevier)","0029-7844","00297844","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107278","Obstetrics and Gynecology Clinics of North America","0889-8545","08898545","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103933","Placenta","0143-4004","01434004","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103860","Prenatal and Neonatal Medicine","1359-8635","13598635","1473-0774","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"110906","Prenatal Diagnosis","0197-3851","01973851","1097-0223","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101112","Primary Care Update for Ob/Gyns","1068-607X","1068607X","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"110847","Progresos en Obstetricia y Ginecologia","0304-5013","03045013","1578-1453","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"128316","Przeglad Menopauzalny","1643-8876","16438876","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103204","References en gynecologie obstetrique","1244-8168","12448168","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114438","Reproduction","1470-1626","14701626","1741-7899","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106719","Reproduction Humaine et Hormones","0994-3919","09943919","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106637","Reproduction, Fertility & Development","1031-3613","10313613","1448-5990","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"123167","Reproductive biology","1642-431X","1642431X","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"108401","Reproductive Biology and Endocrinology","","","1477-7827","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115769","Reproductive BioMedicine Online","1472-6483","14726483","1472-6491","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"116673","Reproductive Health","","","1742-4755","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"106685","Reproductive Medicine and Biology","1445-5781","14455781","1447-0578","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"114178","Reproductive Medicine Review","0962-2799","09622799","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109388","Reproductive Sciences","1933-7191","19337191","1933-7205","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"112897","Reproductive Technologies","1528-4840","15284840","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"110486","Reproduktionsmedizin","1434-6931","14346931","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107786","Reviews in Gynaecological and Perinatal Practice","1871-2320","18712320","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
